"","date","daily_temperature_2m_max","daily_temperature_2m_min","daily_sunshine_duration","daily_precipitation_sum","location"
"126",1940-05-05,19.3,8.2,43929.08,0,"kyoto"
"127",1940-05-06,17.4,5.8,45498.45,0,"kyoto"
"128",1940-05-07,23.6,9,45595.98,0,"kyoto"
"129",1940-05-08,20.6,8.6,19051.84,0,"kyoto"
"130",1940-05-09,24.3,10.5,44984.3,0,"kyoto"
"131",1940-05-10,23.5,9.8,45746.55,0,"kyoto"
"132",1940-05-11,23.6,9,45583.37,0,"kyoto"
"133",1940-05-12,23.1,11.7,32054.58,2.7,"kyoto"
"134",1940-05-13,23.2,11.9,26054.09,14.9,"kyoto"
"135",1940-05-14,19.4,7.9,44472.24,0,"kyoto"
"136",1940-05-15,22,6.1,34742.4,0.2,"kyoto"
"137",1940-05-16,23.1,14.7,21530.06,1.3,"kyoto"
"138",1940-05-17,21.8,12.2,43028.44,3.3,"kyoto"
"139",1940-05-18,21.7,10.7,46922.7,0,"kyoto"
"140",1940-05-19,21.4,9.6,47091.92,0,"kyoto"
"141",1940-05-20,22.8,11.5,47138.15,0,"kyoto"
"142",1940-05-21,25.6,11.5,47434.77,0,"kyoto"
"143",1940-05-22,28.6,14,45945.58,0,"kyoto"
"144",1940-05-23,28.9,17.3,40683.58,0,"kyoto"
"145",1940-05-24,27.2,13.3,45308.67,7.1,"kyoto"
"146",1940-05-25,18.3,14.6,405.08,26.1,"kyoto"
"147",1940-05-26,21.6,14.1,34716.09,0,"kyoto"
"148",1940-05-27,22.3,12.9,44964.23,3.4,"kyoto"
"149",1940-05-28,24.5,13.2,40840.59,0,"kyoto"
"150",1940-05-29,25.1,13.9,39707.01,0,"kyoto"
"151",1940-05-30,26.1,16.2,41789.58,0,"kyoto"
"152",1940-05-31,25.8,15.5,45406.38,0,"kyoto"
"153",1940-06-01,24.9,13.7,21186.22,3.4,"kyoto"
"154",1940-06-02,24.2,16.5,39156.66,7,"kyoto"
"155",1940-06-03,25.4,14,45664.47,0,"kyoto"
"156",1940-06-04,25.9,13,22562.47,0,"kyoto"
"157",1940-06-05,24.6,18.6,10159.57,3.9,"kyoto"
"158",1940-06-06,21.4,17.2,8941.44,12.2,"kyoto"
"159",1940-06-07,25,14.5,35374.62,0.3,"kyoto"
"160",1940-06-08,25.6,14.8,38223.82,0,"kyoto"
"161",1940-06-09,25.9,14,46254.36,0,"kyoto"
"162",1940-06-10,25.1,14.8,48797.81,0,"kyoto"
"163",1940-06-11,26.3,13.3,41366.9,0,"kyoto"
"164",1940-06-12,26.3,14.6,42566.02,0,"kyoto"
"165",1940-06-13,27.9,17.3,47445.76,0,"kyoto"
"166",1940-06-14,28,14.7,45966.8,0,"kyoto"
"167",1940-06-15,26.2,16.3,35141.36,0,"kyoto"
"168",1940-06-16,25.8,20.1,7968.16,0.1,"kyoto"
"169",1940-06-17,27.8,18.1,37012.57,9.3,"kyoto"
"170",1940-06-18,25.6,18.6,46571.49,2.4,"kyoto"
"171",1940-06-19,25.6,17.9,38292.31,0,"kyoto"
"172",1940-06-20,27.4,16.6,44644.63,0,"kyoto"
"173",1940-06-21,27.2,16.7,48947.74,0.1,"kyoto"
"174",1940-06-22,28.9,18.8,48298.45,0,"kyoto"
"175",1940-06-23,28.9,16.5,47121.18,0,"kyoto"
"176",1940-06-24,28.8,17.1,46772.5,0,"kyoto"
"177",1940-06-25,28.4,18.9,16326.58,5.5,"kyoto"
"178",1940-06-26,26.4,21.8,6128.25,47.2,"kyoto"
"179",1940-06-27,28.5,22.6,27392.37,33.1,"kyoto"
"180",1940-06-28,27.2,22,20117.74,3.3,"kyoto"
"181",1940-06-29,28.1,20.5,40547.07,1.8,"kyoto"
"182",1940-06-30,27.4,20.9,20111.96,5.4,"kyoto"
"183",1940-07-01,26,21.9,795.78,8.6,"kyoto"
"184",1940-07-02,25.5,21.9,64.95,10.2,"kyoto"
"185",1940-07-03,27.7,21.3,24606.78,1.4,"kyoto"
"186",1940-07-04,29.1,21.3,43849.21,0,"kyoto"
"187",1940-07-05,29.8,21.3,42302.2,0,"kyoto"
"188",1940-07-06,29.9,20.8,43571.82,0,"kyoto"
"189",1940-07-07,29.5,20.9,47870.89,0,"kyoto"
"190",1940-07-08,30.4,22.1,45603.71,0.9,"kyoto"
"191",1940-07-09,30.6,23.1,47384.84,0.6,"kyoto"
"192",1940-07-10,28.5,22.6,25691.34,0,"kyoto"
"193",1940-07-11,29.4,22.6,41737.59,0,"kyoto"
"194",1940-07-12,29.4,22.6,35339.07,0.1,"kyoto"
"195",1940-07-13,29.8,23.2,36358.76,2.3,"kyoto"
"196",1940-07-14,31,24.5,32853.6,47.2,"kyoto"
"197",1940-07-15,28.5,23.7,38751.87,27.4,"kyoto"
"198",1940-07-16,29.1,22.2,40139.89,35.4,"kyoto"
"199",1940-07-17,29.4,24.5,43445.11,1.5,"kyoto"
"200",1940-07-18,30.6,25.1,45721.24,0.1,"kyoto"
"201",1940-07-19,31,23.6,43969.98,0.2,"kyoto"
"202",1940-07-20,31.1,22.9,46433.14,0.1,"kyoto"
"203",1940-07-21,29.9,22.9,42301.04,2,"kyoto"
"204",1940-07-22,29.1,23.7,41047.61,2.7,"kyoto"
